Type,Status,Committee,prime_sponsor,processed_text,joined_text
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['modifications', 'decision', 'planning', 'ulurp', 'zmk', 'zoning', 'map']",modifications decision planning ulurp zmk zoning map
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['affirming', 'designation', 'landmarks', 'preservation', 'cambria', 'street', 'historic', 'designation', 'list', 'hkq']",affirming designation landmarks preservation cambria street historic designation list hkq
Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.","['g', 'xax', 'morrisania', 'claremont', 'village', 'open', 'door', 'article', 'xi', 'housing', 'preservation', 'development', 'hpd', 'article', 'xi', 'private', 'housing', 'finance', 'approval', 'taxation', 'lots', 'community', 'districts', 'districts']",g xax morrisania claremont village open door article xi housing preservation development hpd article xi private housing finance approval taxation lots community districts districts
Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.","['g', 'nux', 'morrisania', 'claremont', 'village', 'open', 'door', 'housing', 'preservation', 'development', 'hpd', 'article', 'general', 'municipal', 'approval', 'urban', 'development', 'action', 'area', 'project', 'tax', 'properties', 'third', 'avenue', 'chisholm', 'street', 'chisholm', 'street', 'chisholm', 'street', 'east', 'street', 'findlay', 'avenue', 'east']",g nux morrisania claremont village open door housing preservation development hpd article general municipal approval urban development action area project tax properties third avenue chisholm street chisholm street chisholm street east street findlay avenue east
Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.","['g', 'xax', 'morris', 'heights', 'ncp', 'article', 'xi', 'housing', 'preservation', 'development', 'hpd', 'article', 'xi', 'private', 'housing', 'finance', 'approval', 'taxation', 'community', 'districts', 'districts']",g xax morris heights ncp article xi housing preservation development hpd article xi private housing finance approval taxation community districts districts
Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.","['hax', 'morris', 'heights', 'ncp', 'housing', 'preservation', 'development', 'hpd', 'article', 'general', 'municipal', 'designation', 'urban', 'development', 'action', 'area', 'urban', 'development', 'action', 'area', 'project', 'disposition', 'developer', 'selected', 'hpd', 'west', 'street', 'popham', 'avenue', 'community']",hax morris heights ncp housing preservation development hpd article general municipal designation urban development action area urban development action area project disposition developer selected hpd west street popham avenue community
Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.","['g', 'xax', 'morrisania', 'open', 'door', 'article', 'xi', 'housing', 'preservation', 'development', 'hpd', 'article', 'xi', 'private', 'housing', 'finance', 'approval', 'taxation', 'chisholm', 'street', 'lots', 'community', 'districts', 'districts']",g xax morrisania open door article xi housing preservation development hpd article xi private housing finance approval taxation chisholm street lots community districts districts
Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.","['hax', 'morrisania', 'open', 'door', 'housing', 'preservation', 'development', 'hpd', 'article', 'general', 'municipal', 'designation', 'urban', 'development', 'action', 'area', 'urban', 'development', 'action', 'area', 'project', 'disposition', 'developer', 'selected', 'hpd', 'chisholm', 'street', 'lots', 'community']",hax morrisania open door housing preservation development hpd article general municipal designation urban development action area urban development action area project disposition developer selected hpd chisholm street lots community
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['decision', 'planning', 'ulurp', 'pqx', 'acquisition', 'grand', 'concourse', 'facilitate', 'development', 'affordable', 'housing', 'building', 'containing', 'approximately', 'affordable', 'housing', 'units', 'community', 'pqx']",decision planning ulurp pqx acquisition grand concourse facilitate development affordable housing building containing approximately affordable housing units community pqx
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['housing', 'preservation', 'development', 'decision', 'planning', 'ulurp', 'hax', 'designation', 'urban', 'development', 'action', 'area', 'urban', 'development', 'action', 'area', 'project', 'disposition', 'grand', 'concourse', 'community', 'developer', 'selected', 'hpd', 'taxation', 'h']",housing preservation development decision planning ulurp hax designation urban development action area urban development action area project disposition grand concourse community developer selected hpd taxation h
Resolution,Adopted,Committee on Finance,Justin L. Brannan,"['designation', 'changes', 'designation', 'organizations', 'receive', 'funding', 'expense', 'budget']",designation changes designation organizations receive funding expense budget
Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zrq', 'crescent', 'street', 'rezoning', 'crescent', 'street', 'associates', 'llc', 'zoning', 'modifying', 'provisions', 'article', 'xi', 'chapter', 'special', 'long', 'mixed', 'use', 'modifying', 'appendix', 'f', 'purpose', 'mandatory', 'inclusionary', 'housing', 'area', 'community', 'districts']",zrq crescent street rezoning crescent street associates llc zoning modifying provisions article xi chapter special long mixed use modifying appendix f purpose mandatory inclusionary housing area community districts
Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zmq', 'crescent', 'street', 'rezoning', 'crescent', 'street', 'associates', 'llc', 'sections', 'zoning', 'map', 'changing', 'changing', 'community', 'districts']",zmq crescent street rezoning crescent street associates llc sections zoning map changing changing community districts
Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zmq', 'street', 'rezoning', 'mikhail', 'kantius', 'sections', 'zoning', 'map', 'eliminating', 'within', 'existing', 'eliminating', 'within', 'existing', 'within', 'existing', 'within', 'existing', 'community']",zmq street rezoning mikhail kantius sections zoning map eliminating within existing eliminating within existing within existing within existing community
Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.","['zmq', 'metropolitan', 'avenue', 'rezoning', 'robert', 'thomas', 'sections', 'zoning', 'map', 'changing', 'within', 'proposed', 'community']",zmq metropolitan avenue rezoning robert thomas sections zoning map changing within proposed community
Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.","['huk', 'gateway', 'site', 'phase', 'housing', 'preservation', 'development', 'hpd', 'article', 'general', 'municipal', 'urban', 'renewal', 'fourth', 'fresh', 'creek', 'urban', 'renewal', 'plan', 'community']",huk gateway site phase housing preservation development hpd article general municipal urban renewal fourth fresh creek urban renewal plan community
Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.","['hak', 'gateway', 'site', 'phase', 'housing', 'preservation', 'development', 'hpd', 'article', 'general', 'municipal', 'designation', 'urban', 'development', 'action', 'area', 'urban', 'development', 'action', 'area', 'project', 'disposition', 'developer', 'selected', 'hpd', 'erskine', 'street', 'community']",hak gateway site phase housing preservation development hpd article general municipal designation urban development action area urban development action area project disposition developer selected hpd erskine street community
Resolution,Adopted,"Committee on Rules, Privileges and Elections",Keith Powers,"['mayor', 'sarah', 'carroll', 'landmarks', 'preservation']",mayor sarah carroll landmarks preservation
Resolution,Adopted,"Committee on Rules, Privileges and Elections",Keith Powers,"['appointment', 'mayor', 'gail', 'benjamin', 'member', 'planning']",appointment mayor gail benjamin member planning
Resolution,Adopted,"Committee on Rules, Privileges and Elections",Keith Powers,"['appointment', 'mayor', 'anthony', 'crowell', 'member', 'planning']",appointment mayor anthony crowell member planning
Resolution,Adopted,"Committee on Rules, Privileges and Elections",Keith Powers,"['appointment', 'mayor', 'elisa', 'velazquez', 'member', 'taxi', 'limousine']",appointment mayor elisa velazquez member taxi limousine
Resolution,Adopted,"Committee on Rules, Privileges and Elections",Keith Powers,"['appointment', 'mayor', 'milton', 'williams', 'member', 'conflicts', 'interest', 'board']",appointment mayor milton williams member conflicts interest board
Resolution,Adopted,Committee on Finance,Justin L. Brannan,"['concerning', 'increase', 'annual', 'expenditure', 'fifth', 'avenue', 'association', 'street', 'dumbo', 'business', 'improvement', 'districts', 'setting', 'date', 'time', 'place', 'hearing', 'increasing', 'annual', 'expenditure', 'districts']",concerning increase annual expenditure fifth avenue association street dumbo business improvement districts setting date time place hearing increasing annual expenditure districts
Introduction,Enacted,Committee on Finance,Justin L. Brannan,"['authorizing', 'increase', 'amount', 'expended', 'annually', 'three', 'business', 'improvement', 'districts']",authorizing increase amount expended annually three business improvement districts
Resolution,Adopted,Committee on Finance,Justin L. Brannan,"['taxes', 'private', 'housing', 'finance']",taxes private housing finance
Resolution,Adopted,Committee on Civil Service and Labor,Carmen N. De La Rosa,"['raising', 'minimum', 'wage', 'annually', 'percentage', 'based', 'rate', 'inflation', 'labor', 'productivity']",raising minimum wage annually percentage based rate inflation labor productivity
Resolution,Adopted,Committee on Finance,Justin L. Brannan,"['taxes', 'private', 'housing', 'finance']",taxes private housing finance
Resolution,Adopted,Committee on Finance,Justin L. Brannan,"['taxes', 'lots', 'private', 'housing', 'finance']",taxes lots private housing finance
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['modifications', 'decision', 'planning', 'grant', 'authorization', 'zoning', 'modify', 'requirements', 'general', 'requirements', 'visual', 'corridors', 'waterfront', 'access', 'areas', 'location', 'area', 'minimum', 'dimensions', 'waterfront', 'access', 'areas', 'visual', 'corridor', 'connection', 'proposed', 'mixed', 'use', 'development', 'within', 'general', 'development', 'generally', 'bounded', 'northwesterly', 'streetline', 'former', 'street', 'pierhead']",modifications decision planning grant authorization zoning modify requirements general requirements visual corridors waterfront access areas location area minimum dimensions waterfront access areas visual corridor connection proposed mixed use development within general development generally bounded northwesterly streetline former street pierhead
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['decision', 'planning', 'ulurp', 'mmq', 'map']",decision planning ulurp mmq map
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['modifications', 'decision', 'planning', 'ulurp', 'zsq', 'grant', 'special', 'permit']",modifications decision planning ulurp zsq grant special permit
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['modifications', 'decision', 'planning', 'zrq', 'text', 'zoning']",modifications decision planning zrq text zoning
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['decision', 'planning', 'ulurp', 'zmq', 'zoning', 'map']",decision planning ulurp zmq zoning map
Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.","['modifications', 'decision', 'planning', 'ulurp', 'zmq', 'zoning', 'map']",modifications decision planning ulurp zmq zoning map
