File ,Law Number,Type,Status,Committee,Prime Sponsor,Council Member Sponsors,Title
LU 0135-2022,,Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.",1,"Application number C 220427 HAK (Livonia4) submitted by the New York City Department of Housing Preservation and Development (HPD), pursuant to Article 16 of the General Municipal Law of New York State for the designation of an Urban Development Action Area and an Urban Development Action Area Project, for the property located at Livonia Avenue between Christopher Avenue and Mother Gaston Boulevard (Block 3811, Lots 17, 18, 19, 21, 23, 24, 25, 26, 27, 124), Livonia Avenue between Sackman Street and Christopher Avenue (Block 3812, Lots 19, 20, 21, 22 and 121), Livonia Avenue between Powell Stre"
T2022-2282,,Oversight,Filed,"Committee on Mental Health, Disabilities and Addiction",,0,Oversight - Veterans Treatment Courts
T2022-2281,,Oversight,Filed,Committee on Veterans,,0,Oversight - Veterans Treatment Courts
T2022-2269,,Oversight,Filed,Committee on Housing and Buildings,,0,Oversight - Construction Safety
T2022-2280,,Oversight,Filed,Committee on Finance,,0,Oversight – Recommendations of the Advisory Commission on Property Tax Refor
T2022-2275,,Oversight,Filed,Committee on Health,,0,Oversight - COVID-19 in NYC: Evaluating the Present Challenges.
T2022-2274,,Oversight,Filed,Subcommittee on COVID Recovery and Resiliency,,0,Oversight - COVID-19 in NYC: Evaluating the Present Challenges.
T2022-2273,,Oversight,Filed,Committee on Public Safety,,0,Oversight - Secondhand Auto Dealers and Theft Prevention.
LU 0125-2022,,Land Use Application,Adopted,"Subcommittee on Landmarks, Public Sitings and Dispositions","Rafael Salamanca, Jr.",1,"Application No. G 220023 NUK (Gateway) submitted by the New York City Department of Housing Preservation and Development pursuant to Article 16 of the General Municipal Law for an amendment of a previously approved Resolution No. 1907 of April 2, 2009, relating to property including Block 4444, p/o Lot 1, Block 4445, p/o Lot 1, Block 4446, p/o Lot 1, Block 4448, Lot 1, and Block 4452, p/o Lot 170, Borough of Brooklyn, Community District 5, Council District 42."
LU 0134-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application number C 220374 ZSQ (Innovation Queens Rezoning and LSGD) submitted by Kaufman Astoria Bedrock I, LLC and Silverstein Astoria Member, LLC, pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-922 of the Zoning Resolution to allow certain large retail establishments (Use Group 6 and/or Use Group 10A uses) with no limitation on floor area per establishment, in connection with a proposed mixed-use development, on property generally bounded by 35th Avenue, a line 90 feet southeasterly of 42nd Street, a line 100 feet s"
LU 0133-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application number C 220373 ZSQ (Innovation Queens Rezoning and LSGD) submitted by Kaufman Astoria Bedrock I, LLC and Silverstein Astoria Member, LLC, pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-922 of the Zoning Resolution to allow certain large retail establishments (Use Group 6 and/or Use Group 10A uses) with no limitation on floor area per establishment, in connection with a proposed mixed-use development, on property generally bounded by 35th Avenue, 42nd Street, a line 295 feet southwesterly of 35th Avenue, a l"
LU 0132-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application number C 220371 ZSQ (Innovation Queens Rezoning and LSGD) submitted by Kaufman Astoria Bedrock I, LLC and Silverstein Astoria Member, LLC, pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-922 of the Zoning Resolution to allow certain large retail establishments (Use Group 6 and/or Use Group 10A uses) with no limitation on floor area per establishment, in connection with a proposed mixed-use development, on property bounded by 35th Avenue, Steinway Street, a line 180 feet northeasterly of 36th Avenue, and 38th S"
LU 0131-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application number C 220369 ZSQ (Innovation Queens Rezoning and LSGD) submitted by Kaufman Astoria Bedrock I, LLC and Silverstein Astoria Member, LLC, pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-745(b) of the Zoning Resolution to allow a reduction of loading berth requirements of Sections 44-52 (Required Accessory Off-Street Loading Berths) and 123-70 (Parking and Loading), within a Large-Scale General Development generally bounded by 35th Avenue, Steinway Street, a line 100 feet southwesterly of 35th Avenue, a line m"
LU 0130-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application number C 220368 ZSQ (Innovation Queens Rezoning and LSGD) submitted by Kaufman Astoria Bedrock I, LLC and Silverstein Astoria Member, LLC, pursuant to Sections 197-c and 201 of the New York City Charter, for the grant of a special permit pursuant to Section 74-744(c) of the Zoning Resolution, and subject to the provisions of paragraphs (a)(1), (a)(2) or (a)(3) of Section 74-743 (Special provisions for bulk modification), to modify the signage regulations of Section 32-60 (Sign Regulations) and Section 123-40 (Sign Regulations), in connection with a proposed mixed-use development"
LU 0129-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application number C 220366 ZSQ (Innovation Queens Rezoning and LSGD) submitted by by Kaufman Astoria Bedrock I, LLC and Silverstein Astoria Member, LLC, pursuant to Sections 197-c and 201 of the New York City Charter for the grant of special permits pursuant to the following Sections of the Zoning Resolution, Section 74-743(a)(1) - to allow the distribution of total allowable floor area without regard for the zoning lot lines or district boundaries; and Section 74-743(a)(2) - to modify the rear yard regulations of Sections 23-40 (Yard Regulations), 43-40 (Yard Regulations) and 123-65 (Special"
LU 0128-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application number C 220365 ZSQ (Innovation Queens Rezoning and LSGD) submitted by Kaufman Astoria Bedrock I, LLC, and Silverstein Astoria Member, LLC, pursuant to Sections 197-c and 201 of the New York City Charter for the grant of a special permit pursuant to Section 74-745(a) of the Zoning Resolution to allow required or permitted accessory off-street parking spaces to be located anywhere within a large-scale general development without regard for zoning lot lines, in connection with a proposed mixed-use development, within a Large-Scale General Development generally bounded by 35th Avenue,"
LU 0127-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application number N 220367 ZRQ (Innovation Queens Rezoning and LSGD) submitted by Kaufman Astoria Bedrock I, LLC and Silverstein Astoria Member, LLC, pursuant to Section 201 of the New York City Charter, for an amendment of the Zoning Resolution of the City of New York, modifying Article VII, Chapter 4 large-scale general development loading regulations, Article XII, Chapter 3 (Special Mixed Use District) for the purpose of establishing a new Special Mixed Use District and APPENDIX F for the purpose of establishing a Mandatory Inclusionary Housing area, Borough of Queens, Community District 1"
LU 0126-2022,,Land Use Application,Adopted,Subcommittee on Zoning and Franchises,"Rafael Salamanca, Jr.",1,"Application number C 220364 ZMQ (Innovation Queens Rezoning and LSGD) submitted by Kaufman Astoria Bedrock I, LLC and Silverstein Astoria Member, LLC, pursuant to Sections 197-c and 201 of the New York City Charter for an amendment of the Zoning Map, Section No. 9b, changing from a C4-2A District to an M1-4/R9 District, changing from an M1-1 District to an M1-4/R7-3 District, changing from an M1-1 District to an M1-4/R7X District, changing from an M1-1 District to an M1-4/R9 District, changing from an M1-1 District to an M1-5/R9-1 District, and establishing a Special Mixed Use District (MX-24"
M 0094-2022,,Mayor's Message,"Received, Ordered, Printed and Filed",City Council,,0,"Communication from the Mayor – Submitting Executive Order No. 224 of 2022 pursuant to the New York Executive Law, the New York City Charter and the Administrative Code of the City of New York, and the common law authority to protect the public in the event of an emergency, regarding a state of emergency declared to exist within the City of New York based on the arrival of thousands of individuals and families seeking asylu"
M 0098-2022,,Communication,"Received, Ordered, Printed and Filed",City Council,,0,"Communication from the New York City Districting Commission - Submitting to the Council for its review, the Districting Commission plan adopted at an October 6, 2022 public hearing for the division of New York City into fifty-one districts for the election of members to the New York City Council."
M 0099-2022,,Land Use Call-Up,Adopted,City Council,"Rafael Salamanca, Jr.",1,"By The Chair of the Land Use Committee (Council Member Salamanca) Pursuant to Sections 11.20(b-d) of the Council Rules and Section 197-d(b)(3) of the New York City Charter, the Council hereby resolves that the actions of the City Planning Commission on Application Nos. C 220365 ZSQ, C 220366 ZSQ, C 220368 ZSQ, C 220369 ZSQ, C 220371 ZSQ, C 220373 ZSQ, and C 220374 ZSQ (Innovation Queens Rezoning and LSGD) shall be subject to Council review. These items are related to Application Nos. C 220364 ZMQ and N 220367 ZRQ."
M 0095-2022,,Mayor's Message,Adopted,"Committee on Rules, Privileges and Elections",,0,"Communication from the Mayor – Submitting the name of Gregorio Mayers to the City Council for advice and consent regarding their appointment as a Commissioner of the New York City Local Conditional Release Commission, pursuant Section 271 of the New York State Correction Law and Section 9-207 of the Administrative Cod"
M 0096-2022,,Mayor's Message,Adopted,"Committee on Rules, Privileges and Elections",,0,"Communication from the Mayor – Submitting the name of David Fullard to the City Council for advice and consent regarding their appointment as a Commissioner of the New York City Local Conditional Release Commission, pursuant Section 271 of the New York State Correction Law and Section 9-207 of the Administrative Cod"
M 0097-2022,,Mayor's Message,Adopted,"Committee on Rules, Privileges and Elections",,0,"Communication from the Mayor – Submitting the name of Lily Shapiro to the City Council for advice and consent regarding their appointment as a Commissioner of the New York City Local Conditional Release Commission, pursuant Section 271 of the New York State Correction Law and Section 9-207 of the Administrative Cod"
Int 0751-2022,,Introduction,Withdrawn,Committee on Transportation and Infrastructure,Erik D. Bottcher,1,"A Local Law to amend the administrative code of the city of New York, in relation to newsrack requirements and to repeal and replace subdivision a of section 19-128.1 of the administrative code of the city of New York"
T2022-2271,,Oversight,Filed,Committee on Criminal Justice,,0,Oversight - Examining Drugs in City Jails.
T2022-2266,,Oversight,Filed,Committee on Transportation and Infrastructure,,0,Oversight - 10th Anniversary of Superstorm Sandy
Res 0360-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving with modifications the decision of the City Planning Commission on Application No. N 220170 ZRQ, for an amendment of the text of the Zoning Resolution (Preconsidered L.U. No. 118)."
Res 0359-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the decision of the City Planning Commission on ULURP No. C 220169 ZMQ, a Zoning Map amendment (Preconsidered L.U. No. 117)."
Res 0355-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution approving the decision of the City Planning Commission on ULURP No. C 220133 ZMQ, a Zoning Map amendment (Preconsidered L.U. No. 115)."
Res 0354-2022,,Resolution,Adopted,Committee on Land Use,"Rafael Salamanca, Jr.",2,"Resolution affirming the designation by the Landmarks Preservation Commission of the Cambria Heights-227th Street Historic District, Borough of Queens, Designation List No. 527, LP-2656 (L.U. No. 109; N 230008 HKQ)."
